date,time_series_name,historical_value
02/09/2022,time_series_0,-8.444726482
03/09/2022,time_series_0,-7.456478727
04/09/2022,time_series_0,-2.956764139
05/09/2022,time_series_0,2.968734844
06/09/2022,time_series_0,7.547411394
07/09/2022,time_series_0,8.617067839
08/09/2022,time_series_0,5.646889151
09/09/2022,time_series_0,6.05E-14
10/09/2022,time_series_0,-5.691884284
11/09/2022,time_series_0,-8.754940924
12/09/2022,time_series_0,-7.729276729
13/09/2022,time_series_0,-3.064500484
14/09/2022,time_series_0,3.076471189
15/09/2022,time_series_0,7.820209396
16/09/2022,time_series_0,8.927282281
17/09/2022,time_series_0,5.849367248
18/09/2022,time_series_0,2.60E-13
19/09/2022,time_series_0,-5.894362381
20/09/2022,time_series_0,-9.065155366
21/09/2022,time_series_0,-8.002074731
22/09/2022,time_series_0,-3.172236829
23/09/2022,time_series_0,3.184207534
24/09/2022,time_series_0,8.093007398
25/09/2022,time_series_0,9.237496723
26/09/2022,time_series_0,6.051845345
27/09/2022,time_series_0,2.04E-13
28/09/2022,time_series_0,-6.096840478
29/09/2022,time_series_0,-9.375369809
30/09/2022,time_series_0,-8.274872733
01/10/2022,time_series_0,-3.279973174
02/10/2022,time_series_0,3.29194388
03/10/2022,time_series_0,8.365805401
04/10/2022,time_series_0,9.547711165
05/10/2022,time_series_0,6.254323442
06/10/2022,time_series_0,1.44E-13
07/10/2022,time_series_0,-6.299318575
08/10/2022,time_series_0,-9.685584251
09/10/2022,time_series_0,-8.547670735
10/10/2022,time_series_0,-3.38770952
11/10/2022,time_series_0,3.399680225
12/10/2022,time_series_0,8.638603403
13/10/2022,time_series_0,9.857925608
14/10/2022,time_series_0,6.456801539
15/10/2022,time_series_0,7.90E-14
16/10/2022,time_series_0,-6.501796672
17/10/2022,time_series_0,-9.995798693
18/10/2022,time_series_0,-8.820468738
19/10/2022,time_series_0,-3.495445865
20/10/2022,time_series_0,3.50741657
21/10/2022,time_series_0,8.911401405
22/10/2022,time_series_0,10.16814005
23/10/2022,time_series_0,6.659279636
24/10/2022,time_series_0,1.02E-14
25/10/2022,time_series_0,-6.704274769
26/10/2022,time_series_0,-10.30601314
27/10/2022,time_series_0,-9.09326674
28/10/2022,time_series_0,-3.60318221
29/10/2022,time_series_0,3.615152915
30/10/2022,time_series_0,9.184199407
31/10/2022,time_series_0,10.47835449
01/11/2022,time_series_0,6.861757733
02/11/2022,time_series_0,-6.30E-14
03/11/2022,time_series_0,-6.906752866
04/11/2022,time_series_0,-10.61622758
05/11/2022,time_series_0,-9.366064742
06/11/2022,time_series_0,-3.710918555
07/11/2022,time_series_0,3.72288926
08/11/2022,time_series_0,9.456997409
09/11/2022,time_series_0,10.78856893
10/11/2022,time_series_0,7.06423583
11/11/2022,time_series_0,-1.40E-13
12/11/2022,time_series_0,-7.109230963
13/11/2022,time_series_0,-10.92644202
14/11/2022,time_series_0,-9.638862744
15/11/2022,time_series_0,-3.8186549
16/11/2022,time_series_0,3.830625605
17/11/2022,time_series_0,9.729795412
18/11/2022,time_series_0,11.09878338
19/11/2022,time_series_0,7.266713928
20/11/2022,time_series_0,1.00E-13
21/11/2022,time_series_0,-7.31170906
22/11/2022,time_series_0,-11.23665646
23/11/2022,time_series_0,-9.911660746
24/11/2022,time_series_0,-3.926391245
25/11/2022,time_series_0,3.93836195
26/11/2022,time_series_0,10.00259341
27/11/2022,time_series_0,11.40899782
28/11/2022,time_series_0,7.469192025
29/11/2022,time_series_0,2.28E-14
30/11/2022,time_series_0,-7.514187157
01/12/2022,time_series_0,-11.5468709
02/12/2022,time_series_0,-10.18445875
03/12/2022,time_series_0,-4.034127591
04/12/2022,time_series_0,4.046098296
05/12/2022,time_series_0,10.27539142
06/12/2022,time_series_0,11.71921226
07/12/2022,time_series_0,7.671670122
08/12/2022,time_series_0,2.82E-13
09/12/2022,time_series_0,-7.716665254
10/12/2022,time_series_0,-11.85708535
11/12/2022,time_series_0,-10.45725675
12/12/2022,time_series_0,-4.141863936
13/12/2022,time_series_0,4.153834641
14/12/2022,time_series_0,10.54818942
15/12/2022,time_series_0,12.0294267
16/12/2022,time_series_0,7.874148219
17/12/2022,time_series_0,2.05E-13
18/12/2022,time_series_0,-7.919143351
19/12/2022,time_series_0,-12.16729979
20/12/2022,time_series_0,-10.73005475
21/12/2022,time_series_0,-4.249600281
22/12/2022,time_series_0,4.261570986
23/12/2022,time_series_0,10.82098742
24/12/2022,time_series_0,12.33964115
25/12/2022,time_series_0,8.076626316
26/12/2022,time_series_0,1.23E-13
27/12/2022,time_series_0,-8.121621448
28/12/2022,time_series_0,-12.47751423
29/12/2022,time_series_0,-11.00285276
30/12/2022,time_series_0,-4.357336626
31/12/2022,time_series_0,4.369307331
01/01/2023,time_series_0,11.09378542
01/01/2022,time_series_1,-0.125255791
02/01/2022,time_series_1,-0.49614724
03/01/2022,time_series_1,-1.098188936
04/01/2022,time_series_1,-1.907709351
05/01/2022,time_series_1,-2.892544244
06/01/2022,time_series_1,-4.012982058
07/01/2022,time_series_1,-5.222936707
08/01/2022,time_series_1,-6.471317133
09/01/2022,time_series_1,-7.703557782
10/01/2022,time_series_1,-8.863269777
11/01/2022,time_series_1,-9.893969187
12/01/2022,time_series_1,-10.74083647
13/01/2022,time_series_1,-11.35246
14/01/2022,time_series_1,-11.68251657
15/01/2022,time_series_1,-11.69134295
16/01/2022,time_series_1,-11.34735485
17/01/2022,time_series_1,-10.62827307
18/01/2022,time_series_1,-9.522121087
19/01/2022,time_series_1,-8.027963724
20/01/2022,time_series_1,-6.15636258
21/01/2022,time_series_1,-3.929530956
22/01/2022,time_series_1,-1.38117818
23/01/2022,time_series_1,1.443959007
24/01/2022,time_series_1,4.490892522
25/01/2022,time_series_1,7.695453225
26/01/2022,time_series_1,10.98563457
27/01/2022,time_series_1,14.28318163
28/01/2022,time_series_1,17.50539094
29/01/2022,time_series_1,20.56708067
30/01/2022,time_series_1,23.3826859
31/01/2022,time_series_1,25.86842954
01/02/2022,time_series_1,27.94451692
02/02/2022,time_series_1,29.53730029
03/02/2022,time_series_1,30.58135931
04/02/2022,time_series_1,31.02144422
05/02/2022,time_series_1,30.81423113
06/02/2022,time_series_1,29.92984174
07/02/2022,time_series_1,28.35308498
08/02/2022,time_series_1,26.08438337
09/02/2022,time_series_1,23.14035395
10/02/2022,time_series_1,19.55402085
11/02/2022,time_series_1,15.37464511
12/02/2022,time_series_1,10.66716567
13/02/2022,time_series_1,5.511254798
14/02/2022,time_series_1,9.92E-15
15/02/2022,time_series_1,-5.76176638
16/02/2022,time_series_1,-11.65946015
17/02/2022,time_series_1,-17.57102298
18/02/2022,time_series_1,-23.36943955
19/02/2022,time_series_1,-28.92544244
20/02/2022,time_series_1,-34.11034749
21/02/2022,time_series_1,-38.7989584
22/02/2022,time_series_1,-42.87247601
23/02/2022,time_series_1,-46.22134669
24/02/2022,time_series_1,-48.74798377
25/02/2022,time_series_1,-50.36929768
26/02/2022,time_series_1,-51.01897323
27/02/2022,time_series_1,-50.64943691
28/02/2022,time_series_1,-49.23346268
01/03/2022,time_series_1,-46.7653718
02/03/2022,time_series_1,-43.26179037
03/03/2022,time_series_1,-38.76193707
04/03/2022,time_series_1,-33.3274238
05/03/2022,time_series_1,-27.04156202
06/03/2022,time_series_1,-20.00817838
07/03/2022,time_series_1,-12.34995443
08/03/2022,time_series_1,-4.206315367
09/03/2022,time_series_1,4.269096193
10/03/2022,time_series_1,12.911316
11/03/2022,time_series_1,21.54726903
12/03/2022,time_series_1,29.99923286
13/03/2022,time_series_1,38.08848435
14/03/2022,time_series_1,45.63905494
15/03/2022,time_series_1,52.48151619
16/03/2022,time_series_1,58.45671476
17/03/2022,time_series_1,63.41937565
18/03/2022,time_series_1,67.24149383
19/03/2022,time_series_1,69.81543705
20/03/2022,time_series_1,71.0566878
21/03/2022,time_series_1,70.90615822
22/03/2022,time_series_1,69.33202004
23/03/2022,time_series_1,66.33100062
24/03/2022,time_series_1,61.92910667
25/03/2022,time_series_1,56.18174881
26/03/2022,time_series_1,49.17325214
27/03/2022,time_series_1,41.01575105
28/03/2022,time_series_1,31.84747915
29/03/2022,time_series_1,21.83047858
30/03/2022,time_series_1,11.14776539
31/03/2022,time_series_1,3.97E-14
01/04/2022,time_series_1,-11.39827697
02/04/2022,time_series_1,-22.82277306
03/04/2022,time_series_1,-34.04385703
04/04/2022,time_series_1,-44.83116975
05/04/2022,time_series_1,-54.95834063
06/04/2022,time_series_1,-64.20771292
07/04/2022,time_series_1,-72.37498008
08/04/2022,time_series_1,-79.27363488
09/04/2022,time_series_1,-84.7391356
10/04/2022,time_series_1,-88.63269777
11/04/2022,time_series_1,-90.84462618
12/04/2022,time_series_1,-91.29710999
13/04/2022,time_series_1,-89.94641383
14/04/2022,time_series_1,-86.78440879
15/04/2022,time_series_1,-81.83940066
16/04/2022,time_series_1,-75.17622589
17/04/2022,time_series_1,-66.89560108
18/04/2022,time_series_1,-57.13272652
19/04/2022,time_series_1,-46.05516031
20/04/2022,time_series_1,-33.85999419
21/04/2022,time_series_1,-20.77037791
22/04/2022,time_series_1,-7.031452553
23/04/2022,time_series_1,7.09423338
24/04/2022,time_series_1,21.33173948
25/04/2022,time_series_1,35.39908483
26/04/2022,time_series_1,49.01283115
27/04/2022,time_series_1,61.89378707
28/04/2022,time_series_1,73.77271894
29/04/2022,time_series_1,84.39595171
30/04/2022,time_series_1,93.53074361
01/05/2022,time_series_1,100.9703218
02/05/2022,time_series_1,106.5384707
03/05/2022,time_series_1,110.0935738
04/05/2022,time_series_1,111.5320163
05/05/2022,time_series_1,110.7908722
06/05/2022,time_series_1,107.8498089
07/05/2022,time_series_1,102.7321595
08/05/2022,time_series_1,95.50512836
09/05/2022,time_series_1,86.27911424
10/05/2022,time_series_1,75.20615033
11/05/2022,time_series_1,62.47748125
12/05/2022,time_series_1,48.3203132
13/05/2022,time_series_1,32.99379149
14/05/2022,time_series_1,16.78427598
15/05/2022,time_series_1,8.93E-14
16/05/2022,time_series_1,-17.03478756
17/05/2022,time_series_1,-33.98608597
18/05/2022,time_series_1,-50.51669107
19/05/2022,time_series_1,-66.29289996
20/05/2022,time_series_1,-80.99123882
21/05/2022,time_series_1,-94.30507835
22/05/2022,time_series_1,-105.9510018
23/05/2022,time_series_1,-115.6747938
24/05/2022,time_series_1,-123.2569245
25/05/2022,time_series_1,-128.5174118
26/05/2022,time_series_1,-131.3199547
27/05/2022,time_series_1,-131.5752468
28/05/2022,time_series_1,-129.2433907
29/05/2022,time_series_1,-124.3353549
30/05/2022,time_series_1,-116.9134295
31/05/2022,time_series_1,-107.0906614
01/06/2022,time_series_1,-95.02926508
02/06/2022,time_series_1,-80.93802924
03/06/2022,time_series_1,-65.0687586
04/06/2022,time_series_1,-47.71180999
05/06/2022,time_series_1,-29.19080139
06/06/2022,time_series_1,-9.85658974
07/06/2022,time_series_1,9.919370566
08/06/2022,time_series_1,29.75216296
09/06/2022,time_series_1,49.25090064
10/06/2022,time_series_1,68.02642945
11/06/2022,time_series_1,85.69908978
12/06/2022,time_series_1,101.9063829
13/06/2022,time_series_1,116.3103872
14/06/2022,time_series_1,128.6047725
15/06/2022,time_series_1,138.5212679
16/06/2022,time_series_1,145.8354477
17/06/2022,time_series_1,150.3717106
18/06/2022,time_series_1,152.0073448
19/06/2022,time_series_1,150.6755862
20/06/2022,time_series_1,146.3675979
21/06/2022,time_series_1,139.1333184
22/06/2022,time_series_1,129.08115
23/06/2022,time_series_1,116.3764797
24/06/2022,time_series_1,101.2390485
25/06/2022,time_series_1,83.93921145
26/06/2022,time_series_1,64.79314724
27/06/2022,time_series_1,44.1571044
28/06/2022,time_series_1,22.42078656
29/06/2022,time_series_1,1.59E-13
30/06/2022,time_series_1,-22.67129815
01/07/2022,time_series_1,-45.14939888
02/07/2022,time_series_1,-66.98952511
03/07/2022,time_series_1,-87.75463016
04/07/2022,time_series_1,-107.024137
05/07/2022,time_series_1,-124.4024438
06/07/2022,time_series_1,-139.5270235
07/07/2022,time_series_1,-152.0759526
08/07/2022,time_series_1,-161.7747134
09/07/2022,time_series_1,-168.4021258
10/07/2022,time_series_1,-171.7952832
11/07/2022,time_series_1,-171.8533835
12/07/2022,time_series_1,-168.5403677
13/07/2022,time_series_1,-161.886301
14/07/2022,time_series_1,-151.9874584
15/07/2022,time_series_1,-139.0050969
16/07/2022,time_series_1,-123.1629291
17/07/2022,time_series_1,-104.743332
18/07/2022,time_series_1,-84.08235689
19/07/2022,time_series_1,-61.5636258
20/07/2022,time_series_1,-37.61122487
21/07/2022,time_series_1,-12.68172693
22/07/2022,time_series_1,12.74450775
23/07/2022,time_series_1,38.17258643
24/07/2022,time_series_1,63.10271644
25/07/2022,time_series_1,87.04002774
26/07/2022,time_series_1,109.5043925
27/07/2022,time_series_1,130.0400469
28/07/2022,time_series_1,148.2248228
29/07/2022,time_series_1,163.6788013
30/07/2022,time_series_1,176.072214
31/07/2022,time_series_1,185.1324246
01/08/2022,time_series_1,190.6498473
02/08/2022,time_series_1,192.4826733
03/08/2022,time_series_1,190.5603002
04/08/2022,time_series_1,184.8853868
05/08/2022,time_series_1,175.5344772
06/08/2022,time_series_1,162.6571717
07/08/2022,time_series_1,146.4738451
08/08/2022,time_series_1,127.2719467
09/08/2022,time_series_1,105.4009417
10/08/2022,time_series_1,81.26598129
11/08/2022,time_series_1,55.32041731
12/08/2022,time_series_1,28.05729715
13/08/2022,time_series_1,2.48E-13
14/08/2022,time_series_1,-28.30780874
15/08/2022,time_series_1,-56.31271179
16/08/2022,time_series_1,-83.46235916
17/08/2022,time_series_1,-109.2163604
18/08/2022,time_series_1,-133.0570352
19/08/2022,time_series_1,-154.4998092
20/08/2022,time_series_1,-173.1030451
21/08/2022,time_series_1,-188.4771115
22/08/2022,time_series_1,-200.2925023
23/08/2022,time_series_1,-208.2868398
24/08/2022,time_series_1,-212.2706117
25/08/2022,time_series_1,-212.1315203
26/08/2022,time_series_1,-207.8373446
27/08/2022,time_series_1,-199.4372471
28/08/2022,time_series_1,-187.0614872
29/08/2022,time_series_1,-170.9195325
30/08/2022,time_series_1,-151.2965931
31/08/2022,time_series_1,-128.5486347
01/09/2022,time_series_1,-103.0959552
02/09/2022,time_series_1,-75.4154416
03/09/2022,time_series_1,-46.03164835
04/09/2022,time_series_1,-15.50686411
05/09/2022,time_series_1,15.56964494
06/09/2022,time_series_1,46.59300991
07/09/2022,time_series_1,76.95453225
08/09/2022,time_series_1,106.053626
09/09/2022,time_series_1,133.3096952
10/09/2022,time_series_1,158.173711
11/09/2022,time_series_1,180.1392583
12/09/2022,time_series_1,198.7528302
13/09/2022,time_series_1,213.6231601
14/09/2022,time_series_1,224.4294015
15/09/2022,time_series_1,230.9279841
16/09/2022,time_series_1,232.9580018
17/09/2022,time_series_1,230.4450142
18/09/2022,time_series_1,223.4031757
19/09/2022,time_series_1,211.9356361
20/09/2022,time_series_1,196.2331934
21/09/2022,time_series_1,176.5712105
22/09/2022,time_series_1,153.3048449
23/09/2022,time_series_1,126.8626719
24/09/2022,time_series_1,97.73881533
25/09/2022,time_series_1,66.48373022
26/09/2022,time_series_1,33.69380774
27/09/2022,time_series_1,3.57E-13
28/09/2022,time_series_1,-33.94431932
29/09/2022,time_series_1,-67.4760247
30/09/2022,time_series_1,-99.9351932
01/10/2022,time_series_1,-130.6780906
02/10/2022,time_series_1,-159.0899334
03/10/2022,time_series_1,-184.5971746
04/10/2022,time_series_1,-206.6790668
05/10/2022,time_series_1,-224.8782704
06/10/2022,time_series_1,-238.8102912
07/10/2022,time_series_1,-248.1715538
08/10/2022,time_series_1,-252.7459402
09/10/2022,time_series_1,-252.409657
10/10/2022,time_series_1,-247.1343215
11/10/2022,time_series_1,-236.9881932
12/10/2022,time_series_1,-222.1355161
13/10/2022,time_series_1,-202.833968
14/10/2022,time_series_1,-179.4302571
15/10/2022,time_series_1,-152.3539374
16/10/2022,time_series_1,-122.1095535
17/10/2022,time_series_1,-89.26725741
18/10/2022,time_series_1,-54.45207183
19/10/2022,time_series_1,-18.3320013
20/10/2022,time_series_1,18.39478213
21/10/2022,time_series_1,55.01343339
22/10/2022,time_series_1,90.80634805
23/10/2022,time_series_1,125.0672243
24/10/2022,time_series_1,157.1149979
25/10/2022,time_series_1,186.307375
26/10/2022,time_series_1,212.0536938
27/10/2022,time_series_1,233.826859
28/10/2022,time_series_1,251.1741062
29/10/2022,time_series_1,263.7263784
30/10/2022,time_series_1,271.2061209
31/10/2022,time_series_1,273.4333303
01/11/2022,time_series_1,270.3297282
02/11/2022,time_series_1,261.9209646
03/11/2022,time_series_1,248.336795
04/11/2022,time_series_1,229.8092151
05/11/2022,time_series_1,206.668576
06/11/2022,time_series_1,179.3377431
07/11/2022,time_series_1,148.3244021
08/11/2022,time_series_1,114.2116494
09/11/2022,time_series_1,77.64704313
10/11/2022,time_series_1,39.33031833
11/11/2022,time_series_1,4.86E-13
12/11/2022,time_series_1,-39.58082991
13/11/2022,time_series_1,-78.63933761
14/11/2022,time_series_1,-116.4080272
15/11/2022,time_series_1,-152.1398208
16/11/2022,time_series_1,-185.1228316
17/11/2022,time_series_1,-214.6945401
18/11/2022,time_series_1,-240.2550885
19/11/2022,time_series_1,-261.2794293
20/11/2022,time_series_1,-277.3280802
21/11/2022,time_series_1,-288.0562678
22/11/2022,time_series_1,-293.2212686
23/11/2022,time_series_1,-292.6877938
24/11/2022,time_series_1,-286.4312984
25/11/2022,time_series_1,-274.5391393
26/11/2022,time_series_1,-257.2095449
27/11/2022,time_series_1,-234.7484035
28/11/2022,time_series_1,-207.5639211
29/11/2022,time_series_1,-176.1592401
30/11/2022,time_series_1,-141.1231518
01/12/2022,time_series_1,-103.1190732
02/12/2022,time_series_1,-62.8724953
03/12/2022,time_series_1,-21.15713849
04/12/2022,time_series_1,21.21991931
05/12/2022,time_series_1,63.43385687
06/12/2022,time_series_1,104.6581639
07/12/2022,time_series_1,144.0808226
08/12/2022,time_series_1,180.9203007
09/12/2022,time_series_1,214.441039
10/12/2022,time_series_1,243.9681293
11/12/2022,time_series_1,268.9008879
12/12/2022,time_series_1,288.7250523
13/12/2022,time_series_1,303.0233553
14/12/2022,time_series_1,311.4842576
15/12/2022,time_series_1,313.9086588
